case_id,conversation_id,tweet_id,parent_tweet_id,created_at,author_id,inbound,text
AMZ_0046,2720045,2720044,2720042,Mon Nov 20 09:03:19 +0000 2017,<USER_1>,True,@AmazonHelp Would you kindly direct message me so we can address the issue further.
AMZ_0046,2720045,2720045,,Mon Nov 20 08:56:05 +0000 2017,<USER_1>,True,"<USER_1> you've locked my account😐 I've emailed customer service, but their replies are just unacceptably slow. PLEASE DM ME AS SOON AS POSSIBLE TO RESOLVE THE PROBLEM."
AMZ_0047,2825704,2825702,2825704,Mon Nov 27 09:54:00 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry about the trouble with the cash load service. We'd like to look into this, kindly drop in your details here: https://t.co/beaaDm0muc and we'll reach out to you with an update right away. ^EM"
AMZ_0047,2825704,2825703,2825702,Mon Nov 27 10:10:42 +0000 2017,<USER_1>,True,@AmazonHelp I have filled the form and need a responses asap as the cash back offer ends today and if you dont reply you ll have to give me cash back for every order i make when I get the cash in my amazon pay balance
AMZ_0047,2825704,2825704,,Mon Nov 27 09:15:01 +0000 2017,<USER_1>,True,"<USER_1> <USER_1> been 3 days now used cash load servce and i hvnt got the cash till now in amzn pay accnt. I need to shop i cant . I have writn mails but they say to wait n wait , i want my money and compensation for the same i want my bloody cash back"
AMZ_0047,2825704,2825705,2825703,Mon Nov 27 10:53:32 +0000 2017,AmazonHelp,False,<USER_1> We have received your details. We are working on it and will get back to you with an update soon. Appreciate your understanding. ^VH
AMZ_0047,2825704,2825706,2825705,Tue Nov 28 08:43:52 +0000 2017,<USER_1>,True,@AmazonHelp Kya hua bhai .. phone karne ke lie balance nai hai ? Mere paise se karale recharge yaar kat ke dedio ... call to kar kum se kum .. <USER_1>  <USER_1> #amazonpay
AMZ_0047,2825704,2825707,2825706,Tue Nov 28 09:00:36 +0000 2017,AmazonHelp,False,<USER_1> We've emailed a correspondence to you. Kindly check it here: https://t.co/sC1mf2vwg9 and reply to it for further assistance. ^SF
AMZ_0047,2825704,2825708,2825707,Tue Nov 28 09:29:54 +0000 2017,<USER_1>,True,@AmazonHelp Now if you will work on the issue and ask someone to call me that would be better <USER_1> <USER_1>
AMZ_0047,2825704,2825709,2825707,Tue Nov 28 09:24:55 +0000 2017,<USER_1>,True,@AmazonHelp And if you can read the mails . I have replied 3 times but havent received any call yet .
AMZ_0047,2825704,2825710,2825708,Tue Nov 28 09:43:56 +0000 2017,AmazonHelp,False,<USER_1> Since you've responded to the correspondence. You'd receive an update anytime soon. Appreciate your patience and understanding. ^EM
AMZ_0047,2825704,2825711,2825710,Wed Nov 29 08:19:58 +0000 2017,<USER_1>,True,@AmazonHelp I have received the refund but when will I get the cash back as door step cash load entitles me to avail 20% cash back I loaded ₹2640 so i have to get ₹500 cash back . So when will i get that ?
AMZ_0047,2825704,2825712,2825711,Wed Nov 29 08:38:00 +0000 2017,AmazonHelp,False,<USER_1> I understand your concern regarding the cashback for your cash load. May I know when did you load the money? ^BS
AMZ_0047,2825704,2825713,2825712,Wed Nov 29 08:52:51 +0000 2017,<USER_1>,True,"@AmazonHelp Again i ve to describe whole situation ? I loaded on 24th but were not credited so ur customer care ppl have today credited as a gift card. As it was getting delayed day after day , Amount was 2640 which i loaded cash back to be credited is ₹500"
AMZ_0047,2825704,2825714,2825713,Wed Nov 29 09:30:27 +0000 2017,AmazonHelp,False,<USER_1> I get your disappointment. You would have received an email correspondence to your registered email ID. Kindly check it and reply with your concerns.  ^SC
AMZ_0048,206160,206159,206160,Mon Nov 06 13:20:00 +0000 2017,AmazonHelp,False,<USER_1> Sorry to hear of the account troubles! Have you received an e-mail from an Account Specialist regarding your account? ^AB
AMZ_0048,206160,206160,,Mon Nov 06 12:57:51 +0000 2017,<USER_1>,True,<USER_1> @AmazonHelp you guys are fucking bluffs. I️ will never shop in this website again. Locking my account for no reason
AMZ_0049,619300,619296,619298,Wed Nov 22 14:29:35 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry for the trouble while canceling your order. Have you tried the steps listed here: https://t.co/KGSAbUFgdB? ^RA
AMZ_0049,619300,619297,619296,Wed Nov 22 15:31:44 +0000 2017,<USER_1>,True,@AmazonHelp Thank you so much have a great Wednesday night 🙏🏽
AMZ_0049,619300,619298,619300,Wed Nov 22 14:23:08 +0000 2017,<USER_1>,True,<USER_1> Cancel order section every time I log onto the app or phone
AMZ_0049,619300,619299,619297,Wed Nov 22 15:39:00 +0000 2017,AmazonHelp,False,"<USER_1> Glad we were able to assist so swiftly, have a great evening too. ^BD"
AMZ_0049,619300,619300,,Wed Nov 22 14:22:40 +0000 2017,<USER_1>,True,<USER_1> i ordered something by mistake &amp; it says the books going to come onto my device or kindle? I've logged onto my account&amp; there's no
AMZ_0050,2439648,2439645,2439647,Tue Nov 14 22:35:40 +0000 2017,AmazonHelp,False,<USER_1> We are always looking for ways to improve. Please help us by providing your feedback about Kindle and language support here: __email__. We appreciate it! ^EA
AMZ_0050,2439648,2439646,2439645,Tue Nov 14 22:39:50 +0000 2017,<USER_1>,True,@AmazonHelp i wrote you and i wrote <USER_1> and <USER_1>..it’s been three years now. i’m willing to work for free for you if that’s what it takes to add arabic.
AMZ_0050,2439648,2439647,2439648,Tue Nov 14 22:04:42 +0000 2017,<USER_1>,True,"<USER_1> and <USER_1> kindle still doesn’t support arabic. 
cc:  <USER_1>"
AMZ_0050,2439648,2439648,,Tue Nov 14 21:43:54 +0000 2017,<USER_1>,True,"Maybe, this needs to change.

""The total number of books translated into Arabic during the 1,000 years since the age of Caliph Al-Ma’moun to this day is less than those translated into Spanish in one year"". 

- UN Arab Human Development Report"
AMZ_0051,1031092,1031091,1031092,Mon Oct 23 04:37:54 +0000 2017,AmazonHelp,False,"<USER_1> Also, as this a social medial platform, please don't provide order details. We consider it personal information.(3/3)^HR"
AMZ_0051,1031092,1031092,,Mon Oct 23 04:18:37 +0000 2017,<USER_1>,True,<USER_1> pl call me regarding order <PHONE_1>-6894743. Order lying at noida facility from oct 17. What is issue. Pl deliver
AMZ_0051,1031092,1031093,1031092,Mon Oct 23 04:35:25 +0000 2017,AmazonHelp,False,<USER_1> Have you reported this to our support team here: https://t.co/2t6DQoUmNZ ? (2/3)^HR
AMZ_0051,1031092,1031094,1031092,Mon Oct 23 04:35:00 +0000 2017,AmazonHelp,False,"<USER_1> As this is a social media platform, we can't view your account/order details. (1/3)^HR"
AMZ_0052,2558502,2558495,2558498,Thu Nov 16 17:04:35 +0000 2017,AmazonHelp,False,"<USER_1> When you spoke with us last, what was advised by the agent or the supervisor? Were options provided to you? ^FR"
AMZ_0052,2558502,2558496,2558495,Thu Nov 16 17:09:14 +0000 2017,<USER_1>,True,@AmazonHelp I told her I was tweeting suddenly I got options so they're going to apply the credit to my account thank u for having my back
AMZ_0052,2558502,2558497,2558495,Thu Nov 16 17:05:43 +0000 2017,<USER_1>,True,@AmazonHelp Nope!!! I was told supervisor would call but no call and now I'm waiting for a manager
AMZ_0052,2558502,2558498,2558500,Thu Nov 16 16:56:03 +0000 2017,<USER_1>,True,@AmazonHelp My giftcrd got redeemed STOLEN by one of YOUR customers
AMZ_0052,2558502,2558499,2558496,Thu Nov 16 17:28:22 +0000 2017,AmazonHelp,False,<USER_1> You're welcome! Happy to hear we are taking care of you. I hope you have a fantastic day! ^SW
AMZ_0052,2558502,2558500,2558502,Thu Nov 16 16:54:32 +0000 2017,AmazonHelp,False,"<USER_1> Hi! Without giving sensitive information, can you explain in more detail what happened? ^DA"
AMZ_0052,2558502,2558501,2558500,Thu Nov 16 16:57:33 +0000 2017,<USER_1>,True,@AmazonHelp And the supervisor is saying that the situation has been resolved I shown receipts the card everything it's been OVER a week!
AMZ_0052,2558502,2558502,,Thu Nov 16 16:51:41 +0000 2017,<USER_1>,True,@AmazonHelp help me understand how a supervisor can be mad but I'm the one who's been lied to
AMZ_0053,1439092,1439083,1439085,Thu Nov 02 11:12:55 +0000 2017,AmazonHelp,False,<USER_1> Thanks for sharing this with us. We will get this reviewed internally. ^CB
AMZ_0053,1439092,1439084,1439083,Thu Nov 02 11:17:09 +0000 2017,<USER_1>,True,@AmazonHelp Thank you so much. I was concerned because the new book is release date is nearing.
AMZ_0053,1439092,1439085,1439092,Thu Nov 02 10:58:19 +0000 2017,<USER_1>,True,"<USER_1> @AmazonHelp Also, You got to write the Author name first not the one who has written the foreword. Please correct the listing etc."
AMZ_0053,1439092,1439086,1439084,Thu Nov 02 11:39:34 +0000 2017,AmazonHelp,False,"<USER_1> I get your concern, thanks for flagging this. ^MJ"
AMZ_0053,1439092,1439087,1439086,Thu Nov 02 11:56:36 +0000 2017,<USER_1>,True,@AmazonHelp Thank you. The team seems to be working on this. I already see changes. Way to go.
AMZ_0053,1439092,1439088,1439087,Thu Nov 02 12:00:00 +0000 2017,AmazonHelp,False,<USER_1> You're welcome. Do keep us posted for any further concerns. We'll be glad to help. ^VN
AMZ_0053,1439092,1439089,1439088,Thu Nov 02 12:00:46 +0000 2017,<USER_1>,True,@AmazonHelp I had raised a ticket for merging my Amazon account and author page. Is it possible?
AMZ_0053,1439092,1439090,1439089,Thu Nov 02 12:23:00 +0000 2017,AmazonHelp,False,"<USER_1> I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN"
AMZ_0053,1439092,1439091,1439090,Thu Nov 02 12:29:05 +0000 2017,<USER_1>,True,@AmazonHelp I've already done that.
AMZ_0053,1439092,1439092,,Thu Nov 02 10:57:13 +0000 2017,<USER_1>,True,Collection of Chaos by Kris Saknussemm https://t.co/8UtacJEOUf via <USER_1> why is my book listed under Textbooks / Humanities? @AmazonHelp
AMZ_0054,472284,472280,472282,Fri Dec 01 09:26:24 +0000 2017,AmazonHelp,False,"<USER_1> I am very sorry to hear this. I have included a link below that may assist you with this, please keep us posted! https://t.co/bjVkb3rMOh.^GA"
AMZ_0054,472284,472281,472280,Fri Dec 01 09:29:39 +0000 2017,<USER_1>,True,@AmazonHelp I have re entered the card info for multiple cards that are thru different banks. It’s not a bank issue bc my banker sat on the phone w me &amp; amazon on &amp;there was zero issue w the bank. The supervisor I spoke to tonight told me to “use someone else’s card” or “make a new account”
AMZ_0054,472284,472282,472283,Fri Dec 01 09:23:14 +0000 2017,<USER_1>,True,"@AmazonHelp My orders keep getting canceled bc my cards aren’t working w my account. If I use someone else’s card it works. It’s not a bank problem, bc the bank cleared it. I was on the phone for 3 hours w amazon &amp; they said it was a glitch that would go away in 2 hrs &amp; it never did."
AMZ_0054,472284,472283,472284,Fri Dec 01 09:19:00 +0000 2017,AmazonHelp,False,"<USER_1> I am so sorry to hear that Cass! Without giving out any personal info, would you be able to tell us a bit more about the issue you are experiencing? We'd like to help!^MA"
AMZ_0054,472284,472284,,Fri Dec 01 09:14:51 +0000 2017,<USER_1>,True,"I have a deep love for <USER_1> but their customer service has been horribly dreadful to work with. One of their reps from India kept ignoring me, giving me attitude, and eventually hung up on me tonight. My new prime membership has been a nightmare 😬😅"
AMZ_0055,1207240,1207239,1207240,Wed Oct 25 09:40:46 +0000 2017,AmazonHelp,False,<USER_1> email with the refund details. Please connect with us here: https://t.co/00q4Sqj9zL and we'll check the status. (2/2) ^KA
AMZ_0055,1207240,1207240,,Wed Oct 25 09:26:20 +0000 2017,<USER_1>,True,"<USER_1> has the worst cancellation policy. Delivery guys collects the product but don't return the money, which is just RS.129 only."
AMZ_0055,1207240,1207241,1207240,Wed Oct 25 09:40:06 +0000 2017,AmazonHelp,False,<USER_1> It usually takes 5-10 business days for the product to reach our fulfillment center. Once returned you would receive an (1/2)^KA
AMZ_0056,1905637,1905634,1905635,Wed Oct 18 14:03:01 +0000 2017,AmazonHelp,False,<USER_1> Apologies for the ordeal Rohit. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
AMZ_0056,1905637,1905635,1905636,Wed Oct 18 13:37:40 +0000 2017,<USER_1>,True,"@AmazonHelp <USER_1> <USER_1> my email id is __email__ 
 I have talked to cs a lot of times 
Call me at my number"
AMZ_0056,1905637,1905636,1905637,Wed Oct 18 13:25:27 +0000 2017,AmazonHelp,False,<USER_1> Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B. ^CB
AMZ_0056,1905637,1905637,,Wed Oct 18 13:18:26 +0000 2017,<USER_1>,True,"<USER_1> <USER_1> 
Ahh the downfall of amazon india
"" The most customer friendly company on earth "" is now worst company on earth (1/n)"
AMZ_0057,83532,83529,83530,Thu Nov 30 13:32:31 +0000 2017,AmazonHelp,False,"<USER_1> Hello, Greg!  Please reach out to us here: https://t.co/G6aFKY9HvU so we might further research what is going on with your account.  Thank you! ^WB"
AMZ_0057,83532,83530,83531,Thu Nov 30 13:13:25 +0000 2017,<USER_1>,True,@AmazonHelp Yes I arranged a time. No phone call. Email was sent by Account Specialist. And the best part you taken the money for the order........ I’m really disappointed
AMZ_0057,83532,83531,83532,Wed Nov 29 09:32:28 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry to hear that Greg, did you arrange a specific time for a manager to call you back? Was the email you received sent by a supervisor or by an associate?^MA"
AMZ_0057,83532,83532,,Wed Nov 29 09:19:01 +0000 2017,<USER_1>,True,<USER_1> your customer service is a complete joke! 5 hours no phone call from manager to response to my complaint! Order been cancel by you! No call to confirm it was me that placed it. Now been told to re-order again.... at higher price! I got email confirming the order!!!!!!!!
AMZ_0058,427029,427028,427029,Tue Oct 10 12:49:00 +0000 2017,AmazonHelp,False,<USER_1> Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
AMZ_0058,427029,427029,,Tue Oct 10 12:46:17 +0000 2017,<USER_1>,True,"Worst experience from <USER_1> on Order# <PHONE_1>-9772366; order not with me even after assured DD of Oct7.
Prime membership is farce!"
AMZ_0058,427029,427030,427029,Tue Oct 10 12:48:40 +0000 2017,AmazonHelp,False,<USER_1> Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
AMZ_0059,857811,857806,857807,Fri Oct 20 16:52:28 +0000 2017,AmazonHelp,False,<USER_1> We'll not be able to contact you directly from here. Please reach out to our support team from the above link. ^HN
AMZ_0059,857811,857807,857808,Fri Oct 20 16:33:30 +0000 2017,<USER_1>,True,"@AmazonHelp Can't call you anymore.
Just do the refund 
Or call me on <PHONE_1>"
AMZ_0059,857811,857808,857810,Fri Oct 20 08:43:25 +0000 2017,<USER_1>,True,@AmazonHelp I need my cash on my bank account
AMZ_0059,857811,857809,857808,Fri Oct 20 08:50:31 +0000 2017,AmazonHelp,False,<USER_1> I understand your concern with the Amazon pay balance. Call us here: https://t.co/2t6DQoUmNZ and we'll be glad to help you.^SF
AMZ_0059,857811,857810,857811,Fri Oct 20 08:42:26 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry for the trouble. Is there any ongoing concern we can assist you with? ^RW
AMZ_0059,857811,857811,,Fri Oct 20 08:29:13 +0000 2017,<USER_1>,True,"<USER_1> 
WTF. Can't get the refund to the bank account?
What will i do with my Amazon pay balance if am no more interested in amazon."
AMZ_0060,354463,354458,354460,Thu Oct 12 01:19:36 +0000 2017,AmazonHelp,False,<USER_1> Was this order fulfilled by Amazon or a third-party seller? Are you able to initiate a return here: https://t.co/X7NPhgEYgI? ^WT
AMZ_0060,354463,354459,354458,Thu Oct 12 01:22:05 +0000 2017,<USER_1>,True,@AmazonHelp Amazon - I think they have it ready now. Thanks for the assist though!
AMZ_0060,354463,354460,354462,Thu Oct 12 01:11:19 +0000 2017,<USER_1>,True,@AmazonHelp The supervisor called and she's as clueless as everyone else. It's literally a simple return. They're just oblivious.
AMZ_0060,354463,354461,354459,Thu Oct 12 01:34:00 +0000 2017,AmazonHelp,False,"<USER_1> Good to hear! Again, sorry for the long talk time! I hope we can provide a better experience in the future! ^WT"
AMZ_0060,354463,354462,354463,Thu Oct 12 01:07:24 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry to hear this! We want you to have a great experience with us! Is there anything we can assist w/today? Tell us more! ^FR
AMZ_0060,354463,354463,,Thu Oct 12 01:04:21 +0000 2017,<USER_1>,True,"@AmazonHelp On the phone for 45 minutes, couldn't get a supervisor, they said they'd call back soon. Wanna bet? Horrible cust service."
AMZ_0061,2338170,2338167,2338170,Fri Oct 20 06:11:00 +0000 2017,AmazonHelp,False,<USER_1> Sorry to hear. Have you checked a local business or post office? Also have you checked an online fax? ^PK
AMZ_0061,2338170,2338168,2338167,Fri Oct 20 06:12:10 +0000 2017,<USER_1>,True,@AmazonHelp <USER_1> Hello please can you check the dm
AMZ_0061,2338170,2338169,2338167,Fri Oct 20 07:04:17 +0000 2017,<USER_1>,True,"@AmazonHelp nope not a option for me and iam not going to use the SEPA since iDeal is a thing now apperantly,"
AMZ_0061,2338170,2338170,,Fri Oct 20 06:04:50 +0000 2017,<USER_1>,True,@AmazonHelp i need to fax some info fro my account to be unlocked but i can't due to me not having a fax and can't find the req'ed stuff
AMZ_0062,1204899,1204897,1204899,Wed Oct 25 08:41:57 +0000 2017,AmazonHelp,False,"<USER_1> Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^AR"
AMZ_0062,1204899,1204898,1204897,Wed Oct 25 08:44:51 +0000 2017,<USER_1>,True,@AmazonHelp Ok
AMZ_0062,1204899,1204899,,Wed Oct 25 08:30:17 +0000 2017,<USER_1>,True,"@AmazonHelp order-<PHONE_1>-9169931 get item but quality was not good,so i want to return but delivery boy call me and deny to take it ."
AMZ_0062,1204899,1204900,1204899,Wed Oct 25 08:41:40 +0000 2017,AmazonHelp,False,<USER_1> I get your concern regarding the return. Kindly report this to our team support here:https://t.co/vlvfJr4nN9 &amp; we'll help.1/2^AR
AMZ_0063,64037,64027,64030,Thu Nov 30 08:16:25 +0000 2017,AmazonHelp,False,"<USER_1> Hi, we would not have access to your account/order details via Twitter. We would have to ask that you use the link provided so we may attempt to get this looked after as soon as possible. Once again, apologies for the inconvenience caused. ^CR"
AMZ_0063,64037,64028,64027,Thu Nov 30 08:23:07 +0000 2017,<USER_1>,True,@AmazonHelp Shallow words of a company that couldn’t give a damn
AMZ_0063,64037,64029,64027,Thu Nov 30 08:41:27 +0000 2017,<USER_1>,True,@AmazonHelp I called your support was put on hold for<USER_1> minutes and was told he would send a strongly worded email to the manager of the agent who organised the call. A lot of use that will do. I’m reporting you for nuisance<USER_1>
AMZ_0063,64037,64030,64031,Thu Nov 30 08:11:14 +0000 2017,<USER_1>,True,@AmazonHelp So you want me to contact the same<USER_1><USER_1> that has got me wanting to never do business with you again. How do you think that’s going to go?
AMZ_0063,64037,64031,64032,Thu Nov 30 08:08:00 +0000 2017,AmazonHelp,False,<USER_1> I am sorry to hear this Peter. Can you please reach out to us using the following link so we can take action on this for you:https://t.co/JzP7hlA23B.^GA
AMZ_0063,64037,64032,64033,Thu Nov 30 08:01:07 +0000 2017,<USER_1>,True,@AmazonHelp Up until now I had been a great advocate for your company. Now I don’t want to have anything to do with you. And I was always told that your support was top notch.
AMZ_0063,64037,64033,64034,Thu Nov 30 07:47:53 +0000 2017,AmazonHelp,False,"<USER_1> Hi Peter, I'm sorry to hear about the calls so early. Did you request a call back via the website or had you emailed us about closing your account? Unfortunately in order to close an account we do need to speak to the account holder for security reason. ^MI"
AMZ_0063,64037,64034,64035,Thu Nov 30 07:41:28 +0000 2017,<USER_1>,True,<USER_1> <USER_1> And this is how amazon deal with a request to close down an account. To bombard you with calls at half six in the morning https://t.co/l9HtnvkW67
AMZ_0063,64037,64035,64036,Wed Nov 29 23:15:34 +0000 2017,<USER_1>,True,<USER_1> Decided to close down my <USER_1> account. Don’t like being treated like shit from a company. Especially when trying to correct their mistake. Goodbye Alexa skills.
AMZ_0063,64037,64036,64037,Wed Nov 29 20:25:37 +0000 2017,<USER_1>,True,"<USER_1> Sorry to hear that, what specifically were you looking for?"
AMZ_0063,64037,64037,,Wed Nov 29 19:20:18 +0000 2017,<USER_1>,True,<USER_1> your companies live chat support is absolutely atrocious. Completely regret being a customer right now.
AMZ_0064,254636,254631,254632,Thu Oct 05 18:22:43 +0000 2017,AmazonHelp,False,<USER_1> You should receive an email from an Account Specialist in the next couple of days w/ further instructions. Keep us posted! ^LB
AMZ_0064,254636,254632,254633,Thu Oct 05 18:20:35 +0000 2017,<USER_1>,True,@AmazonHelp They asked for my phone number and said they would contact me later
AMZ_0064,254636,254633,254634,Thu Oct 05 18:20:00 +0000 2017,AmazonHelp,False,"<USER_1> When reaching out, were we able to offer any information or options on recovering your account? Let us know! ^KJ"
AMZ_0064,254636,254634,254635,Thu Oct 05 18:17:21 +0000 2017,<USER_1>,True,"@AmazonHelp I contacted the support number already, I cannot sign in, the email used to sign in was changed"
AMZ_0064,254636,254635,254636,Thu Oct 05 18:16:00 +0000 2017,AmazonHelp,False,<USER_1> Oh no! Lets see what we can do to help. What issues are you encountering with your account exactly? Can you log in? ^JD
AMZ_0064,254636,254636,,Thu Oct 05 17:51:31 +0000 2017,<USER_1>,True,my amazon account got hacked wtf
AMZ_0065,455498,455496,455498,Thu Nov 30 23:47:31 +0000 2017,AmazonHelp,False,<USER_1> I'm sorry that your experience has been less than stellar! This is definitely not the experience we strive to provide you! We'd love to help you decide though. How can we help? ^TN
AMZ_0065,455498,455497,455496,Sat Dec 02 00:55:30 +0000 2017,<USER_1>,True,"@AmazonHelp You can have a manager, not a supervisor but a manager call me to answer my questions. I'm on my second call, 6th person and quite honestly, I'm about 5 seconds away from bailing on the Echo completely and getting a Sonos."
AMZ_0065,455498,455498,,Thu Nov 30 23:43:59 +0000 2017,<USER_1>,True,"<USER_1> Wow, your Echo Canada staff are poorly trained. Impossible to decide what Echos to buy because your staff are so useless and really just don't seem to give a crap."
AMZ_0065,455498,455499,455497,Sat Dec 02 01:18:25 +0000 2017,AmazonHelp,False,"<USER_1> Hi there, my apologies for the bad experience.  We are unable to access account info. via social media. Answers to most questions can be found here: https://t.co/ifNaR8w3oA If that does not help please give live support another chance https://t.co/Q7Ftz6nj80 ^CH"
AMZ_0065,455498,455500,455499,Sat Dec 02 01:27:01 +0000 2017,<USER_1>,True,"@AmazonHelp Gee thanks for your useless ""help"", Amazon Help. You sure helped me decide to say fuck it to the plan of buying 4 Echoes for my home--obviously my money will be better spent elsewhere. *slow clap*"
AMZ_0066,1773282,1773279,1773282,Wed Nov 08 02:34:47 +0000 2017,AmazonHelp,False,"<USER_1> I'm so sorry for the poor experience. Without giving any account information, can you tell us more about what happened? ^EB"
AMZ_0066,1773282,1773280,1773279,Wed Nov 08 02:39:59 +0000 2017,<USER_1>,True,"@AmazonHelp Obviously regarding an Xbox One X order, however your team has told me that it's a problem with royal mail. I called them and asked if they had any issues in my area. The answer was no, everything is fine."
AMZ_0066,1773282,1773281,1773279,Wed Nov 08 15:40:10 +0000 2017,<USER_1>,True,@AmazonHelp Excellent work in also failing to reply to my response to your question
AMZ_0066,1773282,1773282,,Wed Nov 08 02:30:56 +0000 2017,<USER_1>,True,"<USER_1> you staff have lied to me, failed to get back to me and offered me £6 compensation for my complaint regarding an item worth over £400 thanks"
AMZ_0066,1773282,1773283,1773280,Wed Nov 08 02:40:16 +0000 2017,<USER_1>,True,"@AmazonHelp I contacted support again, I was promised an email for a supervisor, nope, no email. I then get offered 30 days free extension to my Prime, a value of about £6, or to Amazon, totally free."
AMZ_0066,1773282,1773284,1773283,Wed Nov 08 02:41:19 +0000 2017,<USER_1>,True,"@AmazonHelp I am disappointed in how your team has treated me, and this situation. Not only that but a few free prime days is more of an insult than compensation. Also why lie about the situation?"
AMZ_0066,1773282,1773285,1773284,Wed Nov 08 02:42:56 +0000 2017,<USER_1>,True,"@AmazonHelp Your one of the largest grossing companies of all time, this is a really insulting way to treat your customers"
AMZ_0067,2252933,2252932,2252933,Fri Nov 10 20:58:25 +0000 2017,AmazonHelp,False,<USER_1> So sorry about your account! You can reach us via phone here: https://t.co/jzvkhdlrK5 ^LS
AMZ_0067,2252933,2252933,,Fri Nov 10 20:56:28 +0000 2017,<USER_1>,True,Locked out of <USER_1> prime account need a phone number to call @AmazonHelp
AMZ_0068,1850212,1850207,1850208,Wed Oct 18 21:53:35 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry to hear about the poor experience, Melinda! I've enabled direct messaging below for further details. ^ML https://t.co/1XyLaGkcaN"
AMZ_0068,1850212,1850208,1850209,Wed Oct 18 21:47:08 +0000 2017,<USER_1>,True,"@AmazonHelp I want a manager to call as promised. This is getting ridiculous. If you PM, I can give details"
AMZ_0068,1850212,1850209,1850211,Wed Oct 18 21:36:01 +0000 2017,AmazonHelp,False,<USER_1> Have you tried reaching back out to us? Would you be able to tell us what's going on? We'd like to try and help. ^VS
AMZ_0068,1850212,1850210,1850209,Wed Oct 18 21:45:50 +0000 2017,<USER_1>,True,@AmazonHelp I'm reaching out via twitter because other avenues aren't working. I spoke to rep today and was told I'd get a call. That was the next step.
AMZ_0068,1850212,1850211,1850212,Wed Oct 18 21:33:38 +0000 2017,<USER_1>,True,<USER_1> I was told I'd get a follow up call today from a manager. Nada. So frustrated.
AMZ_0068,1850212,1850212,,Wed Oct 18 12:37:48 +0000 2017,<USER_1>,True,<USER_1> I've tried to work with customer service multiple times. Promises of follow up but no follow up. Close to cancelling prime.
AMZ_0068,1850212,1850213,1850212,Wed Oct 18 12:48:37 +0000 2017,AmazonHelp,False,"<USER_1> Hi, sorry to hear that. Can you tell us a bit more about your issue without sharing any personal or account info? ^JJ"
AMZ_0069,2981620,2981616,2981617,Tue Oct 31 20:59:33 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry for the poor experience. We'd like to help sort this out, please give us a call here: https://t.co/Q7Ftz6nj80 ^CO"
AMZ_0069,2981620,2981617,2981618,Tue Oct 31 20:54:14 +0000 2017,<USER_1>,True,<USER_1> So I had another order shipped to work. Guaranteed today but they aren't here and it's end of day. Canada Post delivers inside working hrs
AMZ_0069,2981620,2981618,2981619,Tue Oct 31 20:53:17 +0000 2017,<USER_1>,True,<USER_1> They don't leave slips like Canada Post or FedEx does.
AMZ_0069,2981620,2981619,2981620,Tue Oct 31 20:53:01 +0000 2017,<USER_1>,True,<USER_1> I had a courier call me to arrange to pick up my pkg from him since I wasn't home. That's creepy and also inconvenient.
AMZ_0069,2981620,2981620,,Tue Oct 31 20:52:06 +0000 2017,<USER_1>,True,<USER_1> why do you use Intelcom now for Canada? My prime membership is nearly useless to me now
AMZ_0070,2736214,2736211,2736214,Mon Nov 20 20:24:30 +0000 2017,AmazonHelp,False,"<USER_1> This isn't what we like to see! I'm sorry for the frustration, we'd like to look into this with you and explore your available options. When you're free, please reach us directly here: https://t.co/JzP7hlA23B ^DW"
AMZ_0070,2736214,2736212,2736211,Mon Nov 20 20:38:17 +0000 2017,<USER_1>,True,@AmazonHelp They didn’t want to solve - saying that guys I spoke to 1 weeks ago. Name poss ?Reinald? Went above &amp; beyond and would employees to be proud of. Shame it’s inconsistent
AMZ_0070,2736214,2736213,2736211,Mon Nov 20 20:37:11 +0000 2017,<USER_1>,True,@AmazonHelp I spoke to op &amp; supervisor ‘Kimberly’ today and they basically said it’s refund and pay more and prob get wrong item again &amp; no other option! I don’t understand why problem wouldn’t be solved / product honored at original price! .... 1/2
AMZ_0070,2736214,2736214,,Mon Nov 20 20:13:29 +0000 2017,<USER_1>,True,Last week thought <USER_1> were beyond fab after sending incorrect item &amp; raved to everyone - now after they’ve sent it’s 2nd time incorrectly &amp; want me to pay 110% for same item my opinion has nose dived! #Longcon
AMZ_0071,2898930,2898929,2898930,Tue Nov 28 17:20:32 +0000 2017,AmazonHelp,False,"<USER_1> I'm sorry for this inconvenience, Greg. We're unable to access your account via Twitter. Please reach out to us here for further assistance: https://t.co/JzP7hlA23B ^RB"
